
=== Confidence Scores for ADASYN ===
Sample 698: Avg Confidence = 1.6688
Sample 699: Avg Confidence = 2.7683
Sample 700: Avg Confidence = 1.5270
Sample 701: Avg Confidence = 1.8221
Sample 702: Avg Confidence = 1.6709
Sample 703: Avg Confidence = 2.3290
Sample 704: Avg Confidence = 2.7531
Sample 705: Avg Confidence = 4.0976
Sample 706: Avg Confidence = 2.2704
Sample 707: Avg Confidence = 2.8470
Sample 708: Avg Confidence = 4.1291
Sample 709: Avg Confidence = 4.1453
Sample 710: Avg Confidence = 1.2506
Sample 711: Avg Confidence = 2.2303
Sample 712: Avg Confidence = 2.6400
Sample 713: Avg Confidence = 2.7920
Sample 714: Avg Confidence = 1.8103
Sample 715: Avg Confidence = 2.8219
Sample 716: Avg Confidence = 4.5896
Sample 717: Avg Confidence = 2.4782
Sample 718: Avg Confidence = 3.5793
Sample 719: Avg Confidence = 3.4623
Sample 720: Avg Confidence = 0.7026
Sample 721: Avg Confidence = 3.0237
Sample 722: Avg Confidence = 1.8167
Sample 723: Avg Confidence = 3.7652
Sample 724: Avg Confidence = 2.7167
Sample 725: Avg Confidence = 2.4867
Sample 726: Avg Confidence = 1.5881
Sample 727: Avg Confidence = 3.5016
Sample 728: Avg Confidence = 1.9113
Sample 729: Avg Confidence = 1.4695
Sample 730: Avg Confidence = 6.0564
Sample 731: Avg Confidence = 2.1499
Sample 732: Avg Confidence = 2.6062
Sample 733: Avg Confidence = 2.2111
Sample 734: Avg Confidence = 4.1155
Sample 735: Avg Confidence = 4.0148
Sample 736: Avg Confidence = 2.2849
Sample 737: Avg Confidence = 1.5645
Sample 738: Avg Confidence = 4.2690
Sample 739: Avg Confidence = 6.2476
Sample 740: Avg Confidence = 2.1253
Sample 741: Avg Confidence = 2.3738
Sample 742: Avg Confidence = 1.7552
Sample 743: Avg Confidence = 2.5504
Sample 744: Avg Confidence = 4.7652
Sample 745: Avg Confidence = 3.0566
Sample 746: Avg Confidence = 2.2784
Sample 747: Avg Confidence = 2.3801
Sample 748: Avg Confidence = 1.6773
Sample 749: Avg Confidence = 1.9766
Sample 750: Avg Confidence = 1.8150
Sample 751: Avg Confidence = 2.8527
Sample 752: Avg Confidence = 2.1433
Sample 753: Avg Confidence = 2.3767
Sample 754: Avg Confidence = 1.1451
Sample 755: Avg Confidence = 0.9622
Sample 756: Avg Confidence = 1.2351
Sample 757: Avg Confidence = 3.4200
Sample 758: Avg Confidence = 1.4889
Sample 759: Avg Confidence = 1.9710
Sample 760: Avg Confidence = 2.6897
Sample 761: Avg Confidence = 3.0388
Sample 762: Avg Confidence = 2.0657
Sample 763: Avg Confidence = 2.5014
Sample 764: Avg Confidence = 2.5021
Sample 765: Avg Confidence = 2.7706
Sample 766: Avg Confidence = 2.1555
Sample 767: Avg Confidence = 2.1726
Sample 768: Avg Confidence = 1.9596
Sample 769: Avg Confidence = 1.8015
Sample 770: Avg Confidence = 4.1758
Sample 771: Avg Confidence = 2.1135
Sample 772: Avg Confidence = 2.7787
Sample 773: Avg Confidence = 4.1308
Sample 774: Avg Confidence = 7.1510
Sample 775: Avg Confidence = 3.0317
Sample 776: Avg Confidence = 3.6286
Sample 777: Avg Confidence = 0.7106
Sample 778: Avg Confidence = 6.9292
Sample 779: Avg Confidence = 2.0879
Sample 780: Avg Confidence = 1.8533
Sample 781: Avg Confidence = 2.3536
Sample 782: Avg Confidence = 1.7891
Sample 783: Avg Confidence = 1.2440
Sample 784: Avg Confidence = 2.5286
Sample 785: Avg Confidence = 2.6225
Sample 786: Avg Confidence = 3.2901
Sample 787: Avg Confidence = 0.9984
Sample 788: Avg Confidence = 4.2878
Sample 789: Avg Confidence = 1.2551
Sample 790: Avg Confidence = 1.6430
Sample 791: Avg Confidence = 1.8733
Sample 792: Avg Confidence = 1.2263
Sample 793: Avg Confidence = 2.8161
Sample 794: Avg Confidence = 0.5260
Sample 795: Avg Confidence = 3.9549
Sample 796: Avg Confidence = 2.6306
Sample 797: Avg Confidence = 2.6820
Sample 798: Avg Confidence = 1.6496
Sample 799: Avg Confidence = 2.8054
Sample 800: Avg Confidence = 3.2976
Sample 801: Avg Confidence = 2.4025
Sample 802: Avg Confidence = 0.9055
Sample 803: Avg Confidence = 1.4741
Sample 804: Avg Confidence = 3.5093
Sample 805: Avg Confidence = 2.1210
Sample 806: Avg Confidence = 2.4356
Sample 807: Avg Confidence = 2.2032
Sample 808: Avg Confidence = 2.5396
Sample 809: Avg Confidence = 1.3721
Sample 810: Avg Confidence = 2.0046
Sample 811: Avg Confidence = 4.6026
Sample 812: Avg Confidence = 2.4825
Sample 813: Avg Confidence = 1.8571
Sample 814: Avg Confidence = 2.5546
Sample 815: Avg Confidence = 1.9802
Sample 816: Avg Confidence = 2.1555
Sample 817: Avg Confidence = 1.8152
Sample 818: Avg Confidence = 1.0365
Sample 819: Avg Confidence = 3.2029
Sample 820: Avg Confidence = 0.8074
Sample 821: Avg Confidence = 3.4010
Sample 822: Avg Confidence = 1.8510
Sample 823: Avg Confidence = 2.4207
Sample 824: Avg Confidence = 1.7678
Sample 825: Avg Confidence = 2.9965
Sample 826: Avg Confidence = 3.4826
Sample 827: Avg Confidence = 3.3713
Sample 828: Avg Confidence = 1.9927
Sample 829: Avg Confidence = 2.7484
Sample 830: Avg Confidence = 3.1277
Sample 831: Avg Confidence = 2.3543
Sample 832: Avg Confidence = 3.8555
Sample 833: Avg Confidence = 3.0408
Sample 834: Avg Confidence = 4.8977
Sample 835: Avg Confidence = 2.4499
Sample 836: Avg Confidence = 5.0563
Sample 837: Avg Confidence = 2.1789
Sample 838: Avg Confidence = 3.0147
Sample 839: Avg Confidence = 3.2066
Sample 840: Avg Confidence = 2.4814
Sample 841: Avg Confidence = 2.7361
Sample 842: Avg Confidence = 1.0624
Sample 843: Avg Confidence = 1.1657
Sample 844: Avg Confidence = 3.8678
Sample 845: Avg Confidence = 3.9274
Sample 846: Avg Confidence = 3.0600
Sample 847: Avg Confidence = 3.1370
Sample 848: Avg Confidence = 2.0511
Sample 849: Avg Confidence = 5.0993
Sample 850: Avg Confidence = 1.9468
Sample 851: Avg Confidence = 2.8995
Sample 852: Avg Confidence = 1.3719
Sample 853: Avg Confidence = 3.1216
Sample 854: Avg Confidence = 2.1050
Sample 855: Avg Confidence = 3.4862
Sample 856: Avg Confidence = 2.0127
Sample 857: Avg Confidence = 3.1744
Sample 858: Avg Confidence = 3.6725
Sample 859: Avg Confidence = 1.5034
Sample 860: Avg Confidence = 2.8477
Sample 861: Avg Confidence = 4.1561
Sample 862: Avg Confidence = 3.4143
Sample 863: Avg Confidence = 5.0081
Sample 864: Avg Confidence = 1.2464
Sample 865: Avg Confidence = 1.9909
Sample 866: Avg Confidence = 2.7354
Sample 867: Avg Confidence = 1.5102
Sample 868: Avg Confidence = 3.6034
Sample 869: Avg Confidence = 4.7223
Sample 870: Avg Confidence = 1.7413
Sample 871: Avg Confidence = 3.2890
Sample 872: Avg Confidence = 2.7614
Sample 873: Avg Confidence = 2.3579
Sample 874: Avg Confidence = 1.0486
Sample 875: Avg Confidence = 2.3366
Sample 876: Avg Confidence = 2.2763
Sample 877: Avg Confidence = 3.6028
Sample 878: Avg Confidence = 3.0967
Sample 879: Avg Confidence = 0.4902
Sample 880: Avg Confidence = 2.2689
Sample 881: Avg Confidence = 2.4075
Sample 882: Avg Confidence = 2.4032
Sample 883: Avg Confidence = 1.9083
Sample 884: Avg Confidence = 4.5696
Sample 885: Avg Confidence = 2.2283
Sample 886: Avg Confidence = 1.1503
Sample 887: Avg Confidence = 2.4324
Sample 888: Avg Confidence = 2.4337
Sample 889: Avg Confidence = 3.3292
Sample 890: Avg Confidence = 4.4632
Sample 891: Avg Confidence = 3.7404
Sample 892: Avg Confidence = 3.4085
Sample 893: Avg Confidence = 3.4913
Sample 894: Avg Confidence = 1.3365
Sample 895: Avg Confidence = 2.7451
Sample 896: Avg Confidence = 3.2524
Sample 897: Avg Confidence = 1.5257
Sample 898: Avg Confidence = 4.1498
Sample 899: Avg Confidence = 2.5382
Sample 900: Avg Confidence = 2.8312
Sample 901: Avg Confidence = 1.8930
Sample 902: Avg Confidence = 3.0946
Sample 903: Avg Confidence = 1.8189
Sample 904: Avg Confidence = 2.2095
Sample 905: Avg Confidence = 3.4380
Sample 906: Avg Confidence = 2.6417
Sample 907: Avg Confidence = 2.7190
Sample 908: Avg Confidence = 1.9432
Sample 909: Avg Confidence = 1.4771
Sample 910: Avg Confidence = 1.3169
Sample 911: Avg Confidence = 1.6344
Sample 912: Avg Confidence = 2.3476
Sample 913: Avg Confidence = 3.0897
Sample 914: Avg Confidence = 4.6918
Sample 915: Avg Confidence = 2.5760
Sample 916: Avg Confidence = 3.6676
Sample 917: Avg Confidence = 1.7908
Sample 918: Avg Confidence = 1.8656
Sample 919: Avg Confidence = 3.0161
Sample 920: Avg Confidence = 1.7711
Sample 921: Avg Confidence = 2.0637
Sample 922: Avg Confidence = 2.3463
Sample 923: Avg Confidence = 3.7834
Sample 924: Avg Confidence = 1.6965
Sample 925: Avg Confidence = 1.6248
Sample 926: Avg Confidence = 2.6042
Sample 927: Avg Confidence = 1.3747
Sample 928: Avg Confidence = 2.0527
Sample 929: Avg Confidence = 1.6847
Sample 930: Avg Confidence = 1.7423
Sample 931: Avg Confidence = 1.4442
Sample 932: Avg Confidence = 2.0936
Sample 933: Avg Confidence = 1.3678
Sample 934: Avg Confidence = 3.3717
Sample 935: Avg Confidence = 3.4376
Sample 936: Avg Confidence = 2.9876
Sample 937: Avg Confidence = 0.8812
Sample 938: Avg Confidence = 1.1489
Sample 939: Avg Confidence = 1.9233
Sample 940: Avg Confidence = 2.7935
Sample 941: Avg Confidence = 2.3792
Sample 942: Avg Confidence = 1.6587
Sample 943: Avg Confidence = 4.0235
Sample 944: Avg Confidence = 1.9034
Sample 945: Avg Confidence = 1.9733
Sample 946: Avg Confidence = 2.7446
Sample 947: Avg Confidence = 5.1367
Sample 948: Avg Confidence = 2.7199
Sample 949: Avg Confidence = 2.9507
Sample 950: Avg Confidence = 2.2188
Sample 951: Avg Confidence = 0.7608
Sample 952: Avg Confidence = 2.3368
Sample 953: Avg Confidence = 2.9340
Sample 954: Avg Confidence = 1.8458
Sample 955: Avg Confidence = 2.5098
Sample 956: Avg Confidence = 3.7490
Sample 957: Avg Confidence = 1.9033
Sample 958: Avg Confidence = 2.0597
Sample 959: Avg Confidence = 1.3872
Sample 960: Avg Confidence = 2.1690
Sample 961: Avg Confidence = 1.9258
Sample 962: Avg Confidence = 1.2630
Sample 963: Avg Confidence = 1.6179
Sample 964: Avg Confidence = 2.7926
Sample 965: Avg Confidence = 1.5683
Sample 966: Avg Confidence = 1.8495
Sample 967: Avg Confidence = 2.1125
Sample 968: Avg Confidence = 5.7348
Sample 969: Avg Confidence = 0.6466
Sample 970: Avg Confidence = 2.2060
Sample 971: Avg Confidence = 2.2346
Sample 972: Avg Confidence = 2.0315
Sample 973: Avg Confidence = 1.0743
Sample 974: Avg Confidence = 3.2057
Sample 975: Avg Confidence = 1.4427
Sample 976: Avg Confidence = 4.6528
Sample 977: Avg Confidence = 2.4917
Sample 978: Avg Confidence = 1.0571
Sample 979: Avg Confidence = 2.6059
Sample 980: Avg Confidence = 2.8261
Sample 981: Avg Confidence = 2.2149
Sample 982: Avg Confidence = 1.7830
Sample 983: Avg Confidence = 2.0102
Sample 984: Avg Confidence = 2.2841
Sample 985: Avg Confidence = 3.1115
Sample 986: Avg Confidence = 5.5245
Sample 987: Avg Confidence = 1.7334
Sample 988: Avg Confidence = 3.8634
Sample 989: Avg Confidence = 2.1760
Sample 990: Avg Confidence = 2.7816
Sample 991: Avg Confidence = 1.3991
Sample 992: Avg Confidence = 4.3138
Sample 993: Avg Confidence = 1.2673
Sample 994: Avg Confidence = 0.7648
Sample 995: Avg Confidence = 3.3282
Sample 996: Avg Confidence = 2.0680
Sample 997: Avg Confidence = 3.7722
Sample 998: Avg Confidence = 2.2172
Sample 999: Avg Confidence = 2.3570
Sample 1000: Avg Confidence = 2.2245
Sample 1001: Avg Confidence = 0.9517
Sample 1002: Avg Confidence = 4.6136
Sample 1003: Avg Confidence = 2.9883
Sample 1004: Avg Confidence = 2.0628
Sample 1005: Avg Confidence = 3.1509
Sample 1006: Avg Confidence = 1.6201
Sample 1007: Avg Confidence = 1.7495
Sample 1008: Avg Confidence = 2.1923
Sample 1009: Avg Confidence = 2.8243
Sample 1010: Avg Confidence = 4.0080
Sample 1011: Avg Confidence = 1.0842
Sample 1012: Avg Confidence = 1.0319
Sample 1013: Avg Confidence = 2.0522
Sample 1014: Avg Confidence = 2.3943
Sample 1015: Avg Confidence = 2.9677
Sample 1016: Avg Confidence = 1.5170
Sample 1017: Avg Confidence = 2.2623
Sample 1018: Avg Confidence = 2.5197
Sample 1019: Avg Confidence = 3.0590
Sample 1020: Avg Confidence = 3.4391
Sample 1021: Avg Confidence = 2.4598
Sample 1022: Avg Confidence = 1.9479
Sample 1023: Avg Confidence = 0.9777
Sample 1024: Avg Confidence = 0.8135
Sample 1025: Avg Confidence = 3.1751
Sample 1026: Avg Confidence = 1.8073
Sample 1027: Avg Confidence = 2.8082
Sample 1028: Avg Confidence = 3.0326
Sample 1029: Avg Confidence = 1.1220
Sample 1030: Avg Confidence = 2.0400
Sample 1031: Avg Confidence = 1.9042
Sample 1032: Avg Confidence = 1.8391
Sample 1033: Avg Confidence = 1.6568
Sample 1034: Avg Confidence = 3.3724
Sample 1035: Avg Confidence = 3.3750
Sample 1036: Avg Confidence = 4.0463
Sample 1037: Avg Confidence = 3.7743
Sample 1038: Avg Confidence = 2.2813
Sample 1039: Avg Confidence = 3.9360
Sample 1040: Avg Confidence = 2.7758
Sample 1041: Avg Confidence = 2.6401
Sample 1042: Avg Confidence = 2.8945
Sample 1043: Avg Confidence = 3.7676
Sample 1044: Avg Confidence = 1.7996
Sample 1045: Avg Confidence = 2.4859
Sample 1046: Avg Confidence = 3.1166
Sample 1047: Avg Confidence = 2.4604
Sample 1048: Avg Confidence = 2.5836
Sample 1049: Avg Confidence = 1.9308
Sample 1050: Avg Confidence = 3.6648
Sample 1051: Avg Confidence = 2.1175
Sample 1052: Avg Confidence = 1.1166
Sample 1053: Avg Confidence = 4.7340
Sample 1054: Avg Confidence = 3.0407
Sample 1055: Avg Confidence = 1.1242
Sample 1056: Avg Confidence = 3.7140
Sample 1057: Avg Confidence = 1.8329
Sample 1058: Avg Confidence = 2.9898
Sample 1059: Avg Confidence = 1.4745
Sample 1060: Avg Confidence = 1.5689
Sample 1061: Avg Confidence = 2.3818
Sample 1062: Avg Confidence = 5.2021
Sample 1063: Avg Confidence = 1.2398
Sample 1064: Avg Confidence = 3.4628
Sample 1065: Avg Confidence = 2.9830
Sample 1066: Avg Confidence = 2.1649
Sample 1067: Avg Confidence = 1.0566
Sample 1068: Avg Confidence = 5.5760
Sample 1069: Avg Confidence = 1.5804
Sample 1070: Avg Confidence = 1.2005
Sample 1071: Avg Confidence = 2.2795
Sample 1072: Avg Confidence = 2.4312
Sample 1073: Avg Confidence = 2.7519
Sample 1074: Avg Confidence = 4.9583
Sample 1075: Avg Confidence = 3.7855
Sample 1076: Avg Confidence = 0.7452
Sample 1077: Avg Confidence = 1.5610
Sample 1078: Avg Confidence = 3.5221
Sample 1079: Avg Confidence = 2.3686
Sample 1080: Avg Confidence = 4.8845
Sample 1081: Avg Confidence = 4.7963
Sample 1082: Avg Confidence = 2.2578
Sample 1083: Avg Confidence = 2.8013
Sample 1084: Avg Confidence = 2.3693
Sample 1085: Avg Confidence = 1.0015
Sample 1086: Avg Confidence = 1.1802
Sample 1087: Avg Confidence = 2.9551
Sample 1088: Avg Confidence = 2.4646
Sample 1089: Avg Confidence = 2.7227
Sample 1090: Avg Confidence = 2.4798
Sample 1091: Avg Confidence = 3.9425
Sample 1092: Avg Confidence = 3.3026
Sample 1093: Avg Confidence = 4.4397
Sample 1094: Avg Confidence = 5.6041
Sample 1095: Avg Confidence = 5.2124
Sample 1096: Avg Confidence = 6.9416
Sample 1097: Avg Confidence = 3.2667
Sample 1098: Avg Confidence = 3.8791
Sample 1099: Avg Confidence = 1.7347
Sample 1100: Avg Confidence = 2.1761
Sample 1101: Avg Confidence = 2.2737
Sample 1102: Avg Confidence = 6.7084
Sample 1103: Avg Confidence = 3.1640
Sample 1104: Avg Confidence = 1.8393
Sample 1105: Avg Confidence = 1.6445
Sample 1106: Avg Confidence = 2.3175
Sample 1107: Avg Confidence = 2.4230
Sample 1108: Avg Confidence = 1.7126
Sample 1109: Avg Confidence = 1.3639
Sample 1110: Avg Confidence = 3.1983
Sample 1111: Avg Confidence = 3.4408
Sample 1112: Avg Confidence = 1.3644
Sample 1113: Avg Confidence = 2.2155
Sample 1114: Avg Confidence = 4.0428
Sample 1115: Avg Confidence = 1.7844
Sample 1116: Avg Confidence = 2.9211
Sample 1117: Avg Confidence = 1.9472
Sample 1118: Avg Confidence = 3.6455
Sample 1119: Avg Confidence = 2.6714
Sample 1120: Avg Confidence = 2.7172
Sample 1121: Avg Confidence = 2.6721
Sample 1122: Avg Confidence = 1.7383
Sample 1123: Avg Confidence = 1.5524
Sample 1124: Avg Confidence = 2.7547
Sample 1125: Avg Confidence = 3.2428
Sample 1126: Avg Confidence = 1.9404
Sample 1127: Avg Confidence = 1.7302
Sample 1128: Avg Confidence = 3.5091
Sample 1129: Avg Confidence = 3.5155
Sample 1130: Avg Confidence = 2.2667
Sample 1131: Avg Confidence = 1.8631
Sample 1132: Avg Confidence = 2.9121
Sample 1133: Avg Confidence = 5.4273
Sample 1134: Avg Confidence = 3.4333
Sample 1135: Avg Confidence = 3.2521
Sample 1136: Avg Confidence = 2.8888
Sample 1137: Avg Confidence = 0.9648
Sample 1138: Avg Confidence = 2.2998
Sample 1139: Avg Confidence = 5.0867
Sample 1140: Avg Confidence = 2.4971
Sample 1141: Avg Confidence = 1.2859
Sample 1142: Avg Confidence = 6.0474
Sample 1143: Avg Confidence = 2.3624
Sample 1144: Avg Confidence = 2.3659
Sample 1145: Avg Confidence = 2.7139
Sample 1146: Avg Confidence = 4.3105
Sample 1147: Avg Confidence = 2.2637
Sample 1148: Avg Confidence = 2.5728
Sample 1149: Avg Confidence = 3.3832
Sample 1150: Avg Confidence = 1.7450
Sample 1151: Avg Confidence = 5.9542
Sample 1152: Avg Confidence = 2.8622
Sample 1153: Avg Confidence = 2.2985
Sample 1154: Avg Confidence = 3.5908
Sample 1155: Avg Confidence = 2.5970
Sample 1156: Avg Confidence = 0.9312
Sample 1157: Avg Confidence = 0.8671
Sample 1158: Avg Confidence = 1.1818
Sample 1159: Avg Confidence = 1.5301
Sample 1160: Avg Confidence = 4.3906
Sample 1161: Avg Confidence = 2.6018
Sample 1162: Avg Confidence = 1.1422
Sample 1163: Avg Confidence = 2.8588
Sample 1164: Avg Confidence = 2.5180
Sample 1165: Avg Confidence = 4.5651
Sample 1166: Avg Confidence = 2.5431
Sample 1167: Avg Confidence = 3.1921
Sample 1168: Avg Confidence = 1.7953
Sample 1169: Avg Confidence = 4.8549
Sample 1170: Avg Confidence = 1.5798
Sample 1171: Avg Confidence = 4.4824
Sample 1172: Avg Confidence = 3.2989
Sample 1173: Avg Confidence = 2.2504
Sample 1174: Avg Confidence = 3.3923
Sample 1175: Avg Confidence = 3.2538
Sample 1176: Avg Confidence = 1.9051
Sample 1177: Avg Confidence = 2.6733
Sample 1178: Avg Confidence = 3.8021
Sample 1179: Avg Confidence = 4.5389
Sample 1180: Avg Confidence = 2.1276
Sample 1181: Avg Confidence = 3.5318
Sample 1182: Avg Confidence = 2.9926
Sample 1183: Avg Confidence = 2.3666
Sample 1184: Avg Confidence = 3.4683
Sample 1185: Avg Confidence = 2.1231
Sample 1186: Avg Confidence = 3.1705
Sample 1187: Avg Confidence = 4.1532
Sample 1188: Avg Confidence = 3.0851
Sample 1189: Avg Confidence = 4.0385
Sample 1190: Avg Confidence = 2.3927
Sample 1191: Avg Confidence = 2.3770
Sample 1192: Avg Confidence = 2.5330
Sample 1193: Avg Confidence = 1.8760
Sample 1194: Avg Confidence = 4.1426
Sample 1195: Avg Confidence = 1.8754
Sample 1196: Avg Confidence = 1.9718
Sample 1197: Avg Confidence = 1.4312
Sample 1198: Avg Confidence = 1.1295
Sample 1199: Avg Confidence = 1.9097
Sample 1200: Avg Confidence = 6.1557
Sample 1201: Avg Confidence = 3.6203
Sample 1202: Avg Confidence = 1.0073
Sample 1203: Avg Confidence = 1.3263
Sample 1204: Avg Confidence = 2.2779
Sample 1205: Avg Confidence = 1.7101
Sample 1206: Avg Confidence = 3.0025
Sample 1207: Avg Confidence = 3.1592
Sample 1208: Avg Confidence = 1.8509
Sample 1209: Avg Confidence = 0.6484
Sample 1210: Avg Confidence = 3.5526
Sample 1211: Avg Confidence = 2.5240
Sample 1212: Avg Confidence = 1.5671
Sample 1213: Avg Confidence = 3.5319
Sample 1214: Avg Confidence = 1.8436
Sample 1215: Avg Confidence = 3.4214
Sample 1216: Avg Confidence = 1.9990
Sample 1217: Avg Confidence = 1.8108
Sample 1218: Avg Confidence = 2.6181
Sample 1219: Avg Confidence = 3.2664
Sample 1220: Avg Confidence = 2.7638
Sample 1221: Avg Confidence = 2.4626
Sample 1222: Avg Confidence = 2.3772
Sample 1223: Avg Confidence = 2.0503
Sample 1224: Avg Confidence = 5.6415
Sample 1225: Avg Confidence = 2.8920
Sample 1226: Avg Confidence = 1.3709
Sample 1227: Avg Confidence = 1.2446
Sample 1228: Avg Confidence = 1.2505
Sample 1229: Avg Confidence = 1.8607
Sample 1230: Avg Confidence = 1.3701
Sample 1231: Avg Confidence = 1.2513
Sample 1232: Avg Confidence = 4.5291
Sample 1233: Avg Confidence = 4.4599
Sample 1234: Avg Confidence = 1.2824
Sample 1235: Avg Confidence = 2.0240
Sample 1236: Avg Confidence = 1.7386
Sample 1237: Avg Confidence = 4.0684
Sample 1238: Avg Confidence = 3.8904
Sample 1239: Avg Confidence = 0.9884
Sample 1240: Avg Confidence = 5.0972
Sample 1241: Avg Confidence = 3.8861
Sample 1242: Avg Confidence = 1.6828
Sample 1243: Avg Confidence = 2.5711
Sample 1244: Avg Confidence = 1.5376
Sample 1245: Avg Confidence = 3.3110
